Number,Word,Rating

6024,reported,1

6025,missing,1

6026,injured,2

6027,inmates,5

6028,hospital,1

6029,cause,1

6030,riot,3

6031,drug-related,8

6032,comando,1

6033,vermelho,1

6034,cooperated,9

6035,reportedly,4

6036,split,3

6037,vermelho,1

6038,gang,2

6039,organizations,5

6040,counter,2

6041,might,1

6042,alcauz,2

6043,riot,4

6044,brazilian,1

6045,riots,1

6046,previous,1

6047,riots,1

6048,amazonas,1

6049,roraima,2

6050,legally,5

6051,insects,2

6052,regarding,2

6053,ethics,18

6054,measures,3

6055,suffer,1

6056,unnecessarily,7

6057,dissections,20

6058,ants,1

6059,anesthetized,20

6060,alcohol,1

6061,respect,1

6062,experiment,5

6063,infecting,5

6064,fungus,3

6065,negligible,19

6066,grand,1

6067,scheme,3

6068,calculated,4

6069,trillion,7

6070,licence-plates,3

6071,promised,3

6072,investigation,11

6073,saddened,13

6074,regrettable,17

6075,operational,1

6076,sought,5

6077,large-scale,3

6078,vulnerable,16

6079,fled,6

6080,extreme,1

6081,violence,1

6082,shocking,1

6083,unacceptable,4

6084,operational,3

6085,facilities,3

6086,neighbouring,11

6087,cameroon,1

6088,chad,1

6089,emergencies,6

6090,hugues,1

6091,dangerous,1

6092,precautions,13

6093,helicopters,1

6094,evacuating,19

6095,wounded,2

6096,helicopter,2

6097,brought,1

6098,personnel,5

6099,wounded,2

6100,midst,10

6101,appeal,3

6102,aid,1

6103,famine-hit,19

6104,horizons,1

6105,probe,9

6106,performs,1

6107,planetary,6

6108,flyby,5

6109,probe,2

6110,launched,3

6111,nine-and-a-half,2

6112,dwarf,9

6113,amongst,4

6114,flyby,3

6115,spacecraft,7

6116,explore,1

6117,regarding,2

6118,geology,13

6119,probe,1

6120,scientific,6

6121,instruments,5

6122,massed,7

6123,kilograms,3

6124,probe,1

6125,kuiper,1

6126,priorities,7

6127,released,1

6128,flyby,1

6129,mission,1

6130,scientist,1

6131,impact,3

6132,crater,10

6133,intends,9

6134,seek,1

6135,proposed,8

6136,administration,11

6137,implied,20

6138,troops,3

6139,staying,2

6140,claimed,2

6141,crimea,3

6142,requiring,2

6143,proportional,18

6144,proposed,3

6145,nato,1

6146,aimed,1

6147,weaken,4

6148,alliance,7

6149,waszczykowski,1

6150,foreign,2

6151,remarked,7

6152,improvement,4

6153,avoid,1

6154,harming,5

6155,surprised,1

6156,civilian,7

6157,honor,2

6158,distinction,14

6159,suspected,8

6160,debris,20

6161,ashore,9

6162,authorities,2

6163,investigating,10

6164,debris,7

6165,believed,1

6166,ashore,7

6167,maldives,1

6168,investigation,8

6169,debris,4

6170,uploaded,5

6171,networking,3

6172,debris,4

6173,reported,1

6174,ashore,6

6175,banyan,1

6176,vabbinfaru,1

6177,resort,1

6178,located,1

6179,debris,5

6180,recovered,2

6181,islands,1

6182,authorities,6

6183,determine,8

6184,malaysia,1

6185,wing,1

6186,flaperon,16

6187,ashore,3

6188,runion,2

6189,guatemalan,2

6190,approves,1

6191,impeachment,20

6192,attorney,2

6193,impeach,10

6194,prez,1

6195,pictured,2

6196,accused,6

6197,corruption,12

6198,decision,1

6199,lifting,1

6200,immunity,18

6201,falls,1

6202,corruption,5

6203,scandal,7

6204,baldetti,1

6205,fraud,8

6206,bribes,13

6207,prosecutors,4

6208,allege,4

6209,baldetti,2

6210,bribes,5

6211,impeach,4

6212,investigation,4

6213,broadened,10

6214,ministerial,3

6215,resignations,10

6216,stood,1

6217,widespread,6

6218,protests,2

6219,demanding,2

6220,elections,1

6221,scheduled,5

6222,commented,3

6223,rape,2

6224,charges,1

6225,motivation,10

6226,denied,5

6227,allegations,18

6228,papernaya,1

6229,alas,2

6230,national,1

6231,performance,1

6232,criminal,1

6233,psychopath,19

6234,rapist,8

6235,ukraine,1

6236,performances,3

6237,sewed,4

6238,lips,1

6239,musical,1

6240,riot,1

6241,imprisoned,12

6242,hooliganism,20

6243,anti-putin,1

6244,nailed,3

6245,scrotum,14

6246,fixation,11

6247,claims,3

6248,wealthiest,9

6249,citizens,1

6250,obamacare,3

6251,funds,1

6252,converted,8

6253,purposes,1

6254,estimated,9

6255,annually,5

6256,policy,1

6257,significant,12

6258,motive,6

6259,republican,1

6260,senators,1

6261,repeal,11

6262,obamacare,3

6263,majority,1

6264,legislation,9

6265,repealing,11

6266,obamacare,3

6267,replacing,2

6268,democratic,2

6269,senator,1

6270,million,1

6271,insurance,3

6272,aca,2

6273,crashes,1

6274,airshow,7

6275,thailand,1

6276,crashed,1

6277,pilot,2

6278,international,1

6279,songkhla,1

6280,annual,1

6281,airshow,6

6282,gripen,4

6283,crashed,3

6284,runway,4

6285,exploded,9

6286,commercial,10

6287,identified,3

6288,squadron,4

6289,vehicle,1

6290,rolled,4

6291,responding,4

6292,screamed,8

6293,footage,5

6294,crash,1

6295,accident,2

6296,deterred,20

6297,spokesperson,7

6298,investigatory,6

6299,commission,1

6300,formed,1

6301,offered,1

6302,sympathies,16

6303,pattavees,1

6304,relatives,2

6305,purchasing,2

6306,neighbours,3

6307,aircraft,1

6308,baht,4

6309,experiments,8

6310,performed,4

6311,laboratory,9

6312,mice,2

6313,research,1

6314,engineered,6

6315,virus,1

6316,target,1

6317,alter,1

6318,specific,1

6319,neurons,13

6320,fitted,2

6321,intracranial,18

6322,optical,4

6323,fibers,2

6324,expose,1

6325,excited,3

6326,neurons,4

6327,amygdala,16

6328,aggression,9

6329,stimulated,8

6330,prey,3

6331,pursuit,9

6332,behavior,2

6333,stalking,8

6334,stimulated,7

6335,jaw,1

6336,exposed,1

6337,primed,8

6338,stalk,3

6339,pounce,9

6340,enclosure,6

6341,scent,1

6342,prey,1

6343,representative,12

6344,process,4

6345,jezebel,1

6346,associated,1

6347,dismiss,7

6348,timeline,4

6349,impossible,1

6350,complicated,4

6351,congressional,10

6352,workings,1

6353,possibility,3

6354,comprehensive,17

6355,reform,2

6356,bill,1

6357,obamacare,2

6358,feasible,18

6359,affordable,3

6360,cited,1

6361,accomplishment,14

6362,administration,1

6363,reputation,8

6364,conservatives,7

6365,market-based,4

6366,flexible,3

6367,efficient,3

6368,costly,1

6369,affordable,1

6370,discredited,11

6371,pledge,7

6372,switch,3

6373,collision,15

6374,airport,1

6375,yesterday,1

6376,mourning,15

6377,kyrgyzstan,4

6378,flight,1

6379,operated,3

6380,international,3

6381,bishkek,2

6382,fatal,10

6383,crashes,2

6384,crashed,2

6385,take-off,4

6386,board,1

6387,contract,4

6388,extension,8

6389,announced,2

6390,winger,4

6391,arjen,1

6392,extension,8

6393,spending,1

6394,munich,1

6395,scored,1

6396,bundesliga,3

6397,appearances,7

6398,netted,13

6399,league,2

6400,source,1

6401,medicine,1

6402,species,7

6403,access,4

6404,source,1

6405,evolved,10

6406,behaviour,5

6407,medicate,10

6408,research,2

6409,phew,2

6410,questions,1

6411,unanswered,9

6412,ph.d,1

6413,ants,1

6414,recognize,10

6415,collaborating,16

6416,copenhagen,2

6417,immunity,15

6418,fungus-growing,9

6419,termites,13

6420,chemical,2

6421,recognition,6

6422,furthermore,3

6423,parasitism,18

6424,wood-ants,3

6425,exploiting,10

6426,nest,1

6427,shelter,3

6428,resources,3

6429,somehow,1

6430,fortress,13

6431,methods,2

6432,equipment,13

6433,budget,10

6434,experimental,11

6435,setups,4

6436,equipment,5

6437,nicknamed,8

6438,nickinator,3

6439,i-nick,1

6440,fundamental,17

6441,science,2

6442,wherever,1

6443,wild,1

6444,colonies,8

6445,fusca,5

6446,searching,1

6447,tree-trunks,5

6448,logging,8

6449,housed,3

6450,ants,1

6451,nests,3

6452,y-tong,2

6453,aerated,2

6454,concrete,1

6455,carve,9

6456,carved,2

6457,prevent,2

6458,escaping,3

6459,joined,1

6460,marussia,4

6461,following,3

6462,monaco,1

6463,scored,2

6464,marussias,2

6465,ninth-place,2

6466,accident,3

6467,sanctions,15

6468,racing,1

6469,panel,8

6470,investigate,13

6471,crash,2

6472,afterwards,3

6473,revealed,6

6474,bianchi,2

6475,entered,1

6476,run-off,4

6477,track,1

6478,disabled,9

6479,failsafe,17

6480,mechanism,6

6481,throttle,19

6482,brake,3

6483,eventually,3

6484,mandated,20

6485,virtual,1

6486,requires,1

6487,pit,1

6488,proceeding,12

6489,broadcasts,12

6490,broadcasts,3

6491,exchange,5

6492,fire,1

6493,loudspeakers,2

6494,broadcasting,1

6495,propaganda,19

6496,respond,2

6497,militarily,6

6498,broadcasts,1

6499,militaries,3

6500,alert,2

6501,withholds,6

6502,death,1

6503,defendants,6

6504,judgement,4

6505,released,1

6506,considerable,4

6507,unease,10

6508,rejected,4

6509,application,4

6510,defendants,5

6511,penalty,3

6512,sought,3

6513,metropolitan,5

6514,assist,4

6515,defence,4

6516,murders,2

6517,occurred,3

6518,picturesque,18

6519,pictured,1

6520,minister,1

6521,pictured,3

6522,negotiations,17

6523,led,1

6524,starved,9

6525,suffocated,17

6526,stripped,10

6527,exposed,1

6528,temperatures,3

6529,beaten,1

6530,threatened,13

6531,denied,3

6532,representation,2

6533,misconduct,16

6534,assistance,3

6535,material,1

6536,disputed,12

6537,phyo,2

6538,confessions,11

6539,representation,4

6540,retracting,18

6541,torture,9

6542,evidence,3

6543,described,2

6544,routine,6

6545,conduct,3

6546,investigation,3

6547,extradition,20

6548,alongside,7

6549,eighteen-month-old,2

6550,syrian,1

6551,document,3

6552,spokesman,4

6553,hans,1

6554,doskozil,1

6555,journalists,4

6556,assumption,16

6557,migrants,14

6558,syrian,1

6559,migrants,3

6560,accused,6

6561,escorted,18

6562,kecskemet,2

6563,central,1

6564,convoy,13

6565,reportedly,2

6566,lorry,3

6567,traveled,1

6568,kecskemet,2

6569,presently,2

6570,fence,2

6571,serbian,1

6572,frontier,8

6573,migrants,4

6574,war-torn,2

6575,access,2

6576,schengen,2

6577,movement,3

6578,lorry,8

6579,so-called,1

6580,motorway,1

6581,hungarian,3

6582,neusiedl,3

6583,parndorf,3

6584,closer,1

6585,victims,3

6586,suffocated,19

6587,seeking,3

6588,krone,1

6589,published,4

6590,non-articulated,19

6591,lorry,4

6592,vehicle,2

6593,liquid,1

6594,motorist,3

6595,helicopter,5

6596,on-scene,3

6597,branding,7

6598,slovakian,2

6599,hyza,2

6600,sported,4

6601,apparent,8

6602,anti-immigration,10

6603,graphic,5

6604,wikinews,3

6605,detention,15

6606,relates,1

6607,discovery,3

6608,lorry,7

6609,corpses,14

6610,toll,2

6611,yesterday,1

6612,finalised,4

6613,hearing,3

6614,kecskemet,5

6615,pictured,1

6616,lorry,4

6617,abandoned,13

6618,shoulder,2

6619,hungarian,1

6620,roadworkers,6

6621,suspicious,13

6622,seeping,7

6623,vehicle,1

6624,responding,3

6625,estimates,5

6626,suffocated,17

6627,lorry,2

6628,parndorf,2

6629,arrested,2

6630,bulgarian,1

6631,criminal,1

6632,suspects,2

6633,prosecutors,18

6634,citing,2

6635,seriousness,6

6636,extended,5

6637,dubbed,16

6638,gag,3

6639,es,1

6640,gagging,6

6641,prohibits,8

6642,unauthorized,14

6643,jeopardize,20

6644,protected,2

6645,facilities,5

6646,operations,2

6647,spokesperson,3

6648,citizens,1

6649,protests,3

6650,preoccupied,14

6651,corruption,7

6652,condemned,12

6653,threats,2

6654,stigmatize,20

6655,criminalize,12

6656,dialogue,6

6657,authorities,1

6658,impede,16

6659,protesting,1

6660,shots,1

6661,reported,3

6662,interviewee,19

6663,transported,5

6664,underwent,11

6665,surgery,2

6666,injuries,2

6667,stable,2

6668,gunman,1

6669,identified,2

6670,fled,5

6671,scene,1

6672,brief,1

6673,chase,3

6674,ensued,19

6675,enforcement,11

6676,attempted,3

6677,unsuccessfully,8

6678,flanagan,2

6679,interstate,3

6680,fauquier,2

6681,pronounced,15

6682,fairfax-area,2

6683,reported,1

6684,alias,6

6685,wdbj,1

6686,flanagan,1

6687,difficult,2

6688,race-related,5

6689,ayrton,2

6690,portion,2

6691,suzuka,1

6692,circuit,2

6693,bianchi,1

6694,collided,17

6695,crane,2

6696,attending,1

6697,crashed,2

6698,bianchis,1

6699,wedged,15

6700,underneath,3

6701,diffuse,8

6702,axonal,10

6703,injury,3

6704,coma,9

6705,accident,1

6706,intensive,5

6707,rehabilitation,15

6708,therapy,1

6709,philippe,1

6710,described,1

6711,non-progress,4

6712,torture,6

6713,renault,1

6714,inaugural,12

6715,ferrari,1

6716,charged,5

6717,occasions,7

6718,pavlensky,3

6719,russias,1

6720,federal,1

6721,headquarters,6

6722,pavlensky,1

6723,artwork,2

6724,threat,6

6725,sentenced,5

6726,prison,1

6727,term,1

6728,vandalism,20

6729,released,1

6730,actress,1

6731,theatre,1

6732,teatr,1

6733,teatr.doc,1

6734,liberal,9

6735,filed,1

6736,rape,2

6737,charges,1

6738,pavlensky,1

6739,oksana,3

6740,claims,2

6741,footage,6

6742,pavlensky,1

6743,beating,1

6744,slonina,1

6745,sloninas,1

6746,appear,1

6747,detained,18

6748,sheremetyevo,5

6749,questioning,6

6750,indianapolis,1

6751,hulman,1

6752,officially,6

6753,announced,7

6754,wilsons,1

6755,accident,4

6756,evaluated,20

6757,injury,1

6758,released,3

6759,andretti,1

6760,autosport,2

6761,teammate,8

6762,hunter-reay,1

6763,celebrate,5

6764,stated,2

6765,teammate,6

6766,hard,1

6767,ride,1

6768,entering,1

6769,andretti,3

6770,seven-race,2

6771,deal,2

6772,contract,8

6773,previously,6

6774,acquiring,14

6775,sponsorship,14

6776,increased,1

6777,events,1

6778,recorded,3

6779,excused,9

6780,evidence,5

6781,self-medicating,15

6782,insects,1

6783,widespread,14

6784,phenomenon,20

6785,evidence,3

6786,self-medication,5

6787,moths,4

6788,definitely,2

6789,evidence,5

6790,bumble-bees,8

6791,wide-spread,4

6792,insect,1

6793,doubt,1

6794,documented,13

6795,locate,1

6796,healing,6

6797,substances,4

6798,bidens,1

6799,pictured,4

6800,file,1

6801,enjoyed,1

6802,unusually,6

6803,ceremony,10

6804,described,1

6805,emotional,3

6806,cited,5

6807,mate,2

6808,career,1

6809,described,2

6810,arguments,9

6811,modified,12

6812,distinction,17

6813,awarded,2

6814,then-former,1

6815,secretary,1

6816,ceremony,1

6817,comically,17

6818,bromance,19

6819,spreading,6

6820,multiple,3

6821,conspiracy,15

6822,theories,3

6823,concerning,4

6824,president,1

6825,previously,1

6826,democratic,1

6827,presidential,4

6828,nomination,11

6829,unsuccessfully,8

6830,sought,10

6831,republican,2

6832,primary,1

6833,primary,1

6834,ballot,9

6835,appeared,1

6836,harbor,9

6837,expectations,5

6838,electoral,7

6839,debates,4

6840,reference,1

6841,debates,2

6842,casts,4

6843,eighteenth,2

6844,willing,2

6845,participate,2

6846,second-tier,8

6847,debate,2

6848,moreover,1

6849,second-most,1

6850,exciting,2

6851,reserving,1

6852,praises,4

6853,throughout,2

6854,announcement,10

6855,agus,1

6856,supriatna,3

6857,chief,1

6858,pilot,1

6859,reported,2

6860,technical,6

6861,requested,3

6862,base,1

6863,en,1

6864,route,1

6865,soewondo,3

6866,natuna,3

6867,crew,5

6868,fatalities,19

6869,continued,1

6870,reported,1

6871,toll,2

6872,identified,2

6873,sampling,8

6874,newspaper,1

6875,jakarta,1

6876,allegations,19

6877,passengers,1

6878,aircraft,1

6879,limited,1

6880,military,1

6881,civilian,6

6882,passengers,1

6883,personnel,3

6884,circumstances,16

6885,resident,6

6886,quoted,8

6887,newspaper,1

6888,appeared,3

6889,headed,6

6890,diego,1

6891,according,1

6892,huffington,1

6893,haveeru,1

6894,reported,1

6895,witnesses,7

6896,interviewed,12

6897,authorities,7

6898,deemed,11

6899,truthful,1

6900,malaysian,1

6901,officials,1

6902,aircraft,2

6903,airspace,6

6904,missing,1

6905,monitoring,16

6906,indication,8

6907,observed,4

6908,radars,4

6909,furthermore,4

6910,data,1

6911,radars,2

6912,analysed,15

6913,indication,8

6914,flight,1

6915,hishamuddin,1

6916,located,3

6917,fined,9

6918,posting,1

6919,photograph,2

6920,incident,3

6921,gained,4

6922,international,4

6923,attention,1

6924,parked,2

6925,reserved,5

6926,spot,1

6927,petrer,3

6928,snapped,13

6929,caption,1

6930,bloody,3

6931,fined,1

6932,portillo,1

6933,spokesperson,8

6934,vehicle,1

6935,responding,10

6936,emergency,4

6937,reported,1

6938,internationally,8

6939,citizens,1

6940,response,1

6941,violent,4

6942,protests,5

6943,enactment,20

6944,widespread,7

6945,criticism,11

6946,nato,1

6947,summit,14

6948,warsaw,1

6949,defence,1

6950,macierewicz,2

6951,ceremony,12

6952,troops,2

6953,decades,11

6954,sometimes,1

6955,civilization,9

6956,aggression,17

6957,attended,3

6958,ceremony,3

6959,crossed,2

6960,operation,1

6961,atlantic,1

6962,resolve,6

6963,deployment,17

6964,vehicles,2

6965,paladin,1

6966,artillery,17

6967,deployment,8

6968,unidentified,10

6969,summonsed,20

6970,appear,1

6971,magistrates,1

6972,injury,3

6973,criminal,2

6974,damage,1

6975,damaged,1

6976,nonfatal,13

6977,elderly,2

6978,motorcyclist,3

6979,ribs,3

6980,avoiding,3

6981,tonnes,3

6982,debris,17

6983,lorries,5

6984,partially,5

6985,crushed,1

6986,collapse,6

6987,triggered,12

6988,digger,7

6989,lorry,2

6990,struck,1

6991,concrete,4

6992,investigate,9

6993,await,3

6994,probe,1

6995,probes,5

6996,deciding,2

6997,launch,5

6998,collapse,3

6999,millions,1

7000,pounds,1

7001,route,3

7002,accident,1

7003,led,2

7004,discussions,9

7005,regarding,3

7006,suggestion,6

7007,addition,1

7008,canopy,17

7009,cockpit,18

7010,controversial,11

7011,opposed,2

7012,affecting,1

7013,aerodynamics,20

7014,peripheral,11

7015,vision,1

7016,movement,1

7017,escaping,1

7018,upside-down,1

7019,tether,10

7020,cone,2

7021,hunter-reay,1

7022,renderings,16

7023,boomerang-like,9

7024,debris-deflector,12

7025,positioned,3

7026,tallest,1

7027,indycar,2

7028,newgarden,1

7029,refuted,13

7030,statement,1

7031,regulation,4

7032,roll,1

7033,hoop,1

7034,activity,2

7035,adnan,1

7036,arrested,4

7037,reportedly,4

7038,strikes,2

7039,lasted,1

7040,lasted,2

7041,release,3

7042,token,5

7043,sympathy,11

7044,remaining,3

7045,detainees,20

7046,crashes,2

7047,indonesian,1

7048,crashed,6

7049,board,1

7050,sumatra,1

7051,according,1

7052,tarigan,1

7053,officials,1

7054,exploded,11

7055,impact,8

7056,fireball,7

7057,military,1

7058,crashed,3

7059,kilometers,3

7060,decision,4

7061,challenged,7

7062,unsuccessfully,10

7063,pits,6

7064,accused,7

7065,defend,1

7066,possibility,2

7067,jeopardising,20

7068,international,2

7069,relations,1

7070,co-operated,2

7071,light,1

7072,confidential,14

7073,charity,3

7074,reprieve,8

7075,concerns,2

7076,conduct,1

7077,investigation,3

7078,convictions,14

7079,raised,1

7080,defence,4

7081,thailand,1

7082,judge,1

7083,assistance,3

7084,acknowledges,14

7085,accused,4

7086,structure,2

7087,defences,2

7088,evidence,8

7089,involved,2

7090,chan-o-cha,1

7091,arranged,5

7092,observer,6

7093,metropolitan,1

7094,conduct,3

7095,inspection,6

7096,probe,10

7097,duly,1

7098,dispatched,16

7099,intent,8

7100,assisting,2

7101,victims,3

7102,expressly,7

7103,forbidden,11

7104,ministerial,11

7105,assistance,2

7106,authorities,8

7107,involves,1

7108,penalty,1

7109,established,2

7110,foreign,2

7111,penalty,2

7112,phyo,1

7113,seeking,3

7114,complex,1

7115,heard,1

7116,defendants,14

7117,assist,1

7118,defence,5

7119,denied,4

7120,surface,3

7121,current,3

7122,surface,1

7123,million,1

7124,craters,15

7125,satellite,9

7126,charon,1

7127,mountains,1

7128,water-ice,6

7129,probe,14

7130,flew,1

7131,jupiter,3

7132,mission,4

7133,explore,8

7134,kuiper,1

7135,bianchi,1

7136,bianchi,1

7137,nrburgrings,2

7138,renault,1

7139,serious,1

7140,accident,3

7141,japanese,1

7142,announced,5

7143,sadness,2

7144,philippe,1

7145,christine,1

7146,mlanie,2

7147,passed,1

7148,admitted,7

7149,following,1

7150,circuit,1

7151,japanese,1

7152,expedited,20

7153,burmese,1

7154,nationals,2

7155,accused,6

7156,murdering,3

7157,witheridge,1

7158,defence,7

7159,issued,2

7160,judgement,10

7161,following,1

7162,hearing,2

7163,victims,7

7164,murdered,1

7165,koh,1

7166,tao,1

7167,witheridge,4

7168,raped,1

7169,attracted,1

7170,worldwide,2

7171,confessing,11

7172,re-enacting,18

7173,accused,2

7174,confessions,10

7175,tortured,11

7176,ongoing,8

7177,trial,2

7178,intervened,17

7179,prayut,2

7180,chan-o-cha,1

7181,basically,4

7182,diseases,7

7183,nest,1

7184,disease,1

7185,actually,2

7186,infect,8

7187,wikinews,2

7188,research,7

7189,research,2

7190,sources,5

7191,medicine,1

7192,evidence,9

7193,tobacco,5

7194,bumble,3

7195,running,1

7196,ph.d,2

7197,substances,14

7198,behaviour,14

7199,described,4

7200,species,9

7201,comparison,12

7202,species,10

7203,legislative,13

7204,moment,1

7205,craft,3

7206,legislation,6

7207,repeal,9

7208,corrosive,19

7209,elements,1

7210,obamacare,3

7211,individual,2

7212,mandate,13

7213,penalties,6

7214,legislation,7

7215,reforms,5

7216,insurance,2

7217,government,2

7218,senator,1

7219,cantwell,2

7220,stealing,6

7221,filibuster,20

7222,last-ditch,8

7223,tactic,7

7224,opposed,2

7225,motion,3

7226,refuse,1

7227,relinquish,19

7228,opponents,3

7229,compromise,8

7230,infected,5

7231,laced,6

7232,toxic,5

7233,hydrogen,2

7234,peroxide,2

7235,whereas,3

7236,hydrogen,1

7237,infected,2

7238,fatalities,11

7239,varied,1

7240,intake,5

7241,depending,1

7242,peroxide,2

7243,concentration,7

7244,formica,1

7245,fusca,2

7246,encounter,5

7247,chemicals,2

7248,aphids,15

7249,independent,1

7250,self-medicating,10

7251,bos,1

7252,obtained,1

7253,doctorate,12

7254,copenhagen,2

7255,postdoctoral,13

7256,research,2

7257,helsinki,3

7258,antyscience,5

7259,blog,1

7260,blog,1

7261,gap,1

7262,scientists,2

7263,pun,6

7264,referencing,3

7265,non-scientific,2

7266,jargon-free,11

7267,communication,2

7268,discusses,1

7269,wikinews,1

7270,attracted,1

7271,researching,1

7272,chief,1

7273,allegations,20

7274,passengers,5

7275,airasia,2

7276,crashed,3

7277,aboard,7

7278,determined,7

7279,nigerian,1

7280,refugee,10

7281,mistook,11

7282,refugees,6

7283,rebels,6

7284,military,1

7285,firing,2

7286,rann,2

7287,dozens,2

7288,refugees,7

7289,estimate,8

7290,mdecins,2

7291,frontires,1

7292,estimates,2

7293,borno,2

7294,attributed,19

7295,ap,1

7296,wounded,7

7297,injured,6

7298,relations,1

7299,strained,18

7300,expelled,11

7301,diplomats,9

7302,accused,3

7303,espionage,20

7304,sanctioned,13

7305,intelligence,1

7306,agencies,1

7307,issued,1

7308,concluded,5

7309,hacked,8

7310,parties,1

7311,presidential,1

7312,president-elect,1

7313,indicated,3

7314,ties,3

7315,capable,2

7316,combat-ready,6

7317,armoured,7

7318,brigade,6

7319,equipment,2

7320,weaponry,13

7321,ambassador,5

7322,ceremony,4

7323,iron-clad,8

7324,commitment,3

7325,obligation,10

7326,refused,2

7327,wreckage,20

7328,encouraging,3

7329,conspiracy,12

7330,theories,3

7331,vanishing,15

7332,investigatory,6

7333,tension,3

7334,mounted,5

7335,deployed,13

7336,missiles,1

7337,kalingrad,1

7338,enclave,11

7339,territory,2

7340,lying,1

7341,nuclear-capable,10

7342,iskanders,3

7343,anti-ship,3

7344,equipment,2

7345,deployments,10

7346,troops,1

7347,rotate,1

7348,host,1

7349,rotation,3

7350,treaty,9

7351,permanent,3

7352,deployment,6

7353,particular,3

7354,territory,5

7355,potential,7

7356,thaw,12

7357,according,1

7358,resorts,1

7359,pieces,1

7360,debris,20

7361,disposed,14

7362,debris,5

7363,trash,3

7364,buoys,16

7365,suspected,4

7366,especially,3

7367,monsoon,12

7368,residents,1

7369,resort,1

7370,regularly,1

7371,trash,1

7372,garbage,6

7373,thilafushi,3

7374,sorted,6

7375,exported,5

7376,recycling,8

7377,debris,2

7378,suspected,3

7379,thilafushi,2

7380,inch,1

7381,resort,3

7382,birther,3

7383,announces,1

7384,campaign,5

7385,perennial,16

7386,candidate,1

7387,self-proclaimed,12

7388,seeking,2

7389,nomination,5

7390,bid,4

7391,announcement,2

7392,subsequent,18

7393,expresses,3

7394,participate,1

7395,presidential,1

7396,debates,4

7397,aligns,14

7398,fellow,1

7399,candidate,1

7400,additionally,1

7401,outlines,1

7402,degrading,17

7403,candidacy,11

7404,republican,1

7405,nomination,4

7406,republican,1

7407,announcement,3

7408,loyal,2

7409,principles,2

7410,necessarily,5

7411,loyal,1

7412,artillery,13

7413,rounds,1

7414,aimed,1

7415,loudspeaker,8

7416,broadcasts,4

7417,anti-pyongyang,3

7418,propaganda,15

7419,commanders,1

7420,hastily,9

7421,dispatched,5

7422,front-line,1

7423,destroy,1

7424,psychological,8

7425,warfare,2

7426,enemy,1

7427,propaganda,4

7428,counteractions,20

7429,injuries,1

7430,attacks,1

7431,evacuated,13

7432,yeoncheon,4

7433,shell,5

7434,landed,1

